"CountryCode","CountryName","IndicatorName","IndicatorCode","Year","Perct","Region","IncomeGroup"
"GHA","Ghana","Forest area (% of land area)","AG.LND.FRST.ZS",2009,40.29,"Sub-Saharan Africa","Lower middle income"
"GHA","Ghana","Forest area (% of land area)","AG.LND.FRST.ZS",2010,40.41,"Sub-Saharan Africa","Lower middle income"
"GHA","Ghana","Forest area (% of land area)","AG.LND.FRST.ZS",1996,38.66,"Sub-Saharan Africa","Lower middle income"
"GHA","Ghana","Forest area (% of land area)","AG.LND.FRST.ZS",2006,39.91,"Sub-Saharan Africa","Lower middle income"
"GHA","Ghana","Forest area (% of land area)","AG.LND.FRST.ZS",2014,40.91,"Sub-Saharan Africa","Lower middle income"
"GHA","Ghana","Forest area (% of land area)","AG.LND.FRST.ZS",2012,40.66,"Sub-Saharan Africa","Lower middle income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1999,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2001,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2006,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2000,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2010,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2005,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2013,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2003,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1993,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2012,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2002,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1994,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2008,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2009,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2007,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2014,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1998,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2004,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1995,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2011,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",2015,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1991,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1992,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1990,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1996,0,"Europe & Central Asia","High income"
"GIB","Gibraltar","Forest area (% of land area)","AG.LND.FRST.ZS",1997,0,"Europe & Central Asia","High income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1993,29.12,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2012,26.34,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2010,26.63,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1999,28.24,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2013,26.19,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2005,27.36,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2003,27.66,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2004,27.51,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2006,27.22,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2000,28.1,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2008,26.92,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1991,29.42,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2014,26.05,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2009,26.78,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2007,27.07,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1997,28.54,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1995,28.83,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2002,27.8,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1990,29.56,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1994,28.98,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1998,28.39,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1996,28.68,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2011,26.49,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2001,27.95,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2015,25.9,"Sub-Saharan Africa","Low income"
"GIN","Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1992,29.27,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2001,45.75,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2007,46.9,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2011,47.59,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1995,44.61,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2010,47.43,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2006,46.72,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2012,47.75,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2014,48.06,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2008,47.08,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1990,43.68,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1996,44.8,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2004,46.34,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2013,47.91,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1993,44.24,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1999,45.37,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2009,47.25,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2003,46.15,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1997,44.99,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2015,48.22,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2002,45.95,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2000,45.55,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1992,44.05,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1998,45.18,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1994,44.43,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",2005,46.54,"Sub-Saharan Africa","Low income"
"GMB","Gambia, The","Forest area (% of land area)","AG.LND.FRST.ZS",1991,43.86,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2010,71.91,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2013,70.84,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1993,77.78,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2007,72.97,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2011,71.55,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1995,77.1,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2006,73.33,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2012,71.19,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2014,70.48,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2000,75.39,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2008,72.62,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1990,78.81,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1996,76.76,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2001,75.05,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2005,73.68,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1997,76.42,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1999,75.73,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2009,72.26,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2004,74.03,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1992,78.12,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2015,70.13,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2002,74.71,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1991,78.46,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",2003,74.37,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1994,77.44,"Sub-Saharan Africa","Low income"
"GNB","Guinea-Bissau","Forest area (% of land area)","AG.LND.FRST.ZS",1998,76.07,"Sub-Saharan Africa","Low income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2005,60.07,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2013,56.73,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2008,58.81,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1993,65.06,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2011,57.55,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1999,62.56,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2004,60.48,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2006,59.65,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2014,56.31,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2002,61.31,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2000,62.14,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2009,58.39,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2012,57.14,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1996,63.81,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2001,61.73,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1994,64.64,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1995,64.22,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2007,59.23,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2015,55.9,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1992,65.48,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1998,62.97,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1997,63.39,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1990,66.31,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2010,57.97,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",2003,60.9,"Sub-Saharan Africa","Upper middle income"
"GNQ","Equatorial Guinea","Forest area (% of land area)","AG.LND.FRST.ZS",1991,65.89,"Sub-Saharan Africa","Upper middle income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2000,27.94,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2005,29.11,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2013,30.98,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2001,28.17,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2007,29.58,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2014,31.22,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2011,30.51,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2004,28.87,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1993,26.3,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2012,30.75,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2002,28.4,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1994,26.53,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2008,29.81,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2006,29.34,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1997,27.23,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1999,27.7,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1998,27.47,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2010,30.28,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2015,31.45,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2009,30.04,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1995,26.76,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1996,27,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1992,26.06,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1991,25.83,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",2003,28.64,"Europe & Central Asia","High income"
"GRC","Greece","Forest area (% of land area)","AG.LND.FRST.ZS",1990,25.59,"Europe & Central Asia","High income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1993,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2005,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2000,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2014,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2013,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2004,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2002,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2011,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2001,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2008,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2015,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2003,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1999,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1998,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2007,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1996,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1991,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2009,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2006,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2012,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1990,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1994,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1992,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",2010,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1997,49.97,"Latin America & Caribbean","Upper middle income"
"GRD","Grenada","Forest area (% of land area)","AG.LND.FRST.ZS",1995,49.97,"Latin America & Caribbean","Upper middle income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2004,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1998,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2005,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2002,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2000,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1993,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2014,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2007,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2011,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1992,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2008,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2012,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2015,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2013,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2009,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2010,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1996,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1999,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2001,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2006,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1997,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",2003,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1991,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1994,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1995,0,"Europe & Central Asia","High income"
"GRL","Greenland","Forest area (% of land area)","AG.LND.FRST.ZS",1990,0,"Europe & Central Asia","High income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2005,36.75,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2004,37.25,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",1993,42.8,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2014,33.37,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2013,33.71,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2000,39.27,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2008,35.54,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2006,36.35,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2002,38.26,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2001,38.76,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",1998,40.28,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",1992,43.3,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2007,35.94,"Latin America & Caribbean","Lower middle income"
"GTM","Guatemala","Forest area (% of land area)","AG.LND.FRST.ZS",2011,34.39,"Latin America & Caribbean","Lower middle income"
